Emotion,Text
negative,banana cup coffee healthy breakfast
positive,thanks holding mini laser light thingy lol
negative,right act civil liberty exchange war terrorism latest debate
negative,angry sad happy excited hate mood change right immensely sad
positive,fuck cut finger
positive,today played guitar story fire escape worked real wonderful people amp got new favorite movie
positive,johncmayer quot arrest quot anything ending done
negative,ummm sure miss ya alot think know meant
positive,jonathanrknight awww thanks jon appreciate
positive,good morning world
negative,going miss everyone great weekend team whole crew
negative,living overseas city made decision leave city come home month met whole new set friend leaving airport sad traumatic helped many way knew would see many
negative,stage grief waiting shut bargaining depression acceptance
positive,family girl love guy smile
negative,selling bonnaroo ticket get time away work anyone dc area interested meet
positive,hi teach chinese lesson youtube feel free look
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,afraid return sweater
negative,freaking bored bus hate poor return min train return hour long battery
positive,w ana w lt rt school physic trip mashaelalhenaki
negative,time tweet line fuck sake woman taking dam long strip put tell
negative,mornin missed dance time guess dance extra hard tomorrow
negative,shit lost star trek ring starfleet academy class ring golden gate bridge got high school graduation present
negative,even try deep inside kno pain side
negative,spilled water bed cold right go good night sleep
negative,terrified well made ever want celebrate christmas middle earth
positive,officially mother day happy mother day
negative,sometimes wish warden
positive,happy mother day mum love lot month day go month go bby love bash
negative,grr another horribly grey day
positive,poor right would probably give hug wink smirk
positive,hollie steel bless go dreambears lt hahahahaha
positive,birthday old friend mine sent card met year glad thought
negative,boyfriend flew chicago today comic book collection
positive,several hour finally site back online silly dns setting mistake
positive,joyofzen haha actually cleaning good actual work
positive,got rest family coming home thanksgiving
negative,brought extra granola bar swim practice
negative,people following people follow please x
negative,service user mental disability tedious day call support mere
negative,oh goodness man pray ya
positive,make fly away pal let u work friday always pleasant
negative,hope sake could could get worse
positive,quot mayday parade traffic school tonight ticket way quot learn drive loser happy face smiley
positive,home ghost girlfriend past lovely exactly high theatre good date movie
negative,getting high balance low scared
