Emotion,Text
happiness,whoaaitskristi oh goodness awesome first time ever seeing day come demi taking day haha
surprise,messed hurt bad
worry,think could related
surprise,heading south jacked mess around sr
fear,people nervous little town made prime nuclear target le nervous getting closer look fear question easily answered
fear,stay away homies could land trouble
love,think aaron pretty darn awesome
fear,wait see return factor tomorrow wife however
joy,travelling south near end year well settled friend evening somebody also u took purse pint colour u friend beach painted went beach champagne
love,backstreetboys congrats howie hope bring little james germany soon wish best family
love,think trying make feel better
joy,laughing loud hear yah job slow time enjoy part plus wait xmas tree amp light
love,one thing quot shattered quot amazing song
fear,well chronic fear flying
worry,girl thai traditional clothes object tourist wat
sadness,stepped outside get look sky cloudy chance
sadness,forced anyway laughing loud regret later rt room dessert
happiness,tomorrow gone new home born single little puppy hound
joy,get work ceramic day thanksgiving break much break
relief,awake almost recovered brother wedding weekend
sadness,luvinmesomed march came sooo slow heartbeat
worry,nevermind kept reading see ya r going williamsburg mind business laughing loud
joy,signin take act makin profile startin one two research paper doo
worry,confused people pose others twitter mean really homework people life sad
happiness,sitting outside laptop kind nice
joy,math exam tomorrow
fear,quot rt revrunwisdom afraid tomorrow seen yesterday love today le quot
worry,tommcfly tom tour philippine please would awesome
happiness,conorp yes one final party better make good one much stuff got go
surprise,en route hq hotel also home black
fear,forget tourniquet first losing much blood
anger,angry several driver showed aggressive dangerous driving habit
fun,great movie best welsh flatmate
joy,joy came first proposed girl secondary school
love,need freaking adventure
worry,want go back bed child look may sleep sunday hangover may require
fear,certain night initiation
fear,ever providing parent grandchild child
worry,hate taking antibiotic think need get boooooo
anger,sister stole mother money made angry mother would beat unreasonable reason one day sister lent book friend without telling mother mother learnt beat even threatened pair scissors
fear,wat du fink success suck much stress guess blew quick success jay z
worry,one cat sick
fear,nevertheless commission disquiet prevented agreeing designation
joy,horrible morning another long as day work
joy,first pleased soon realised hathor delight killing might lead destruction mankind intended
worry,foxwhisperer dad worked sw graduated h worked year retired year joined company
sadness,good start day left money home hot day looking free
joy,love tongue sticking cheeky playful blowing raspberry rt young lady gt
joy,hollywood twitter hour car ride back
joy,starting look forward christmas finally
worry,hey left nipple never respond bacc
sadness,per taylor conversation official jealous
joy,early good old run think
happiness,totally go amazing reason bought tix song blood bank
sadness,ever since got job twitter feel like miss sooo much stuff miss follower
fear,texted officer asked would okay replace
love,happy mother day mum
fear,men brotherhood god honor king word get goin happy face smiley
fear,first important truth voter spirit dismay recent economic political error forgetting immense tory achievement preceded risk
sadness,rain ever go away puppy getting cabin fever like going rain
disgust,whole perception people general changed year
anger,taking larger perspective anger help control
happiness,happy mother day mom
surprise,shocking hmm stop
happiness,saw whole lot stuff africa joy farm white river quite thrilled see stuff
sadness,oh poor bear nightmare huge snake
worry,happy stopping wish happy mother day tracy looking forward meeting concert hug joy
love,oh n shopping lovely gift delightful mother
disgust,fought black equal right homosexual according bible still slave
worry,truly exciting expected news decision decision please let know soon
worry,know noticed happens sometimes
surprise,sleepin job get tap shoulder lift head amp say quot amen quot laughing loud
surprise,ok knocked door mother opened door swear woke whole neighborhood yu say
joy,word essay done start tomorrrow
surprise,going go bed ear infection completely dizzy stomach hurting love
joy,got letter afternoon brightened day taking third final thank
love,mileycyrus tell vote germany way love music
fear,want go guy like tell interested
worry,go bed mister need beauty sleep
worry,think went well min
happiness,finally found perfect matte cleaner screen cleaner ftw
happiness,haha aware one contract uti training work tomorrow morning go bed early
relief,hahah valley cool valley texas valley like rio grande valley ahhaha wish lived california valley
sadness,six clock water arrived haverford looking despondent face said like death family
worry,bit devastated lost entire document folder home computer
sadness,miss pretty face
joy,part feel elated close tear
joy,first boyfriend
love,going bed good night everyone love say good morning sweet dream
surprise,work surprisingly happy thing considered ahhhh loveliness
joy,happily possession two bottle ale thanks thanks twitter
joy,feeling fail french
joy,example eleventh school year learned bulgarian language literature national
joy,second start telling story cab driver start blasting music loud hear think
relief,thanks link love yesterday way
sadness,group thirty forty downcast men stood apart canter thin ring head arm hanging slack attitude despair
happiness,wait listen attic
love,mitchelmusso would call knew say amp long distance love
worry,pursebuzz http know always click doughnut picture laughing loud always end wanting one
