Emotion,Text
positive,received result final examination higher school certificate received mark beyond wildest expectation
negative,fuckin african girl cracker showed extreme weakness scary allow closure
negative,since war began soviet military commentator including senior serving officer expressing dismay seeing iraq army whose tank aircraft supplied pounded relentlessly effectively
negative,oh terribly sorry could find yoghurt saw last time
negative,huge fucking whore
positive,know room ton christmas light falling asleep soft lightening amazing
negative,mother slapped face felt anger moment
positive,come home work whole bunch kid house
negative,twitter please stop rubbing watched last however fell asleep befor started state
negative,condition tongue work faster mind hold regret hurting line said
negative,got completely soaked walking caf uncomfortable
negative,depressed person may cry great deal show lack interest outside world enjoyment everyday life even food
positive,abundance around u notice allow moment
positive,tonight might end back reality time right
positive,quot gojunebug happy thanksgiving peep food family blessing quot good one happy face smiley
positive,like online store offering free shipping minimum yay
positive,telling anyone song tonight going
negative,missed bus cry cold bored amp todd
negative,ryan dunn tribute happening soon wish could watched tribute mtv
positive,date night tonight sweetheart wonder going happy face smiley
positive,saying deal go happy man goodnight twitter awake carlos trending twitter
positive,forgot password go call hoe covering cypher year newspaper happy face smiley
negative,end factor commercial say quot welcome america quot one asked show back
positive,french exam tomorrow
positive,sister daughter saw baby first time pane glass looked
positive,ok preferably trying give away someone wit tix already life relatively close amp meet
positive,birthday happened covered snow italian team two english team
positive,got start putting christmas stocking fill happy saturday joy xoxo
positive,christmas getting everyone know one nutsacks hang back car happyholidays nutsacks
positive,feel good close another person
positive,oh nice also tell guess might try legally blonde audition
negative,think twitter frozen read tweet sending joke tweet cry
negative,ending today robbed america great potential tv moment trump yelling quot fired quot gop
negative,join hon gentleman expressing sorrow tragic loss
